,text_lemma
294,bTracieB16960935 Ah right log nonreceipt refund To save wait queue phone thisxe2x80xa6 httpstcofm1DsMRRV1
295,bJonathanPGoode Ah glad hear Give shout anything else Stay safe take care Cody
296,bmacgregordude Hey Chris long wait hope youre keep well Can let know youve beenxe2x80xa6 httpstcooCdKtmi4u1
297,bBhavna68681162 Hey Sefia long wait hope youre keep well Have able get toucxe2x80xa6 httpstcoaOmwa20MFf
298,bjennyly1986 Thats fine Jenny nnBrendan
299,bRossMcG91 understand bear Ross Let know questionsxe2x80xa6 httpstcolwMCPyN4v8
300,bColloghi Hey Collogi long wait hope youre keep well Can tell exactly happenxe2x80xa6 httpstco1ElnbYsNT8
301,bDaveCarlBrown Youre welcome drop message anything else Stay safe take care Cody
302,bwdonna91 Donna Sorry able afraid There way pay paxe2x80xa6 httpstcoU7gW9RSwAM
303,bAllyPally83 Alex There alternative way make payment send straightxe2x80xa6 httpstcoP9tCjGk5OO
304,bshellywilde Michael oh dear hear happen Has wife able get toxe2x80xa6 httpstcoVySL1qZ2TX
305,bStefj19871 Sorry understand frustration may cause Due pandemic hxe2x80xa6 httpstco9PBfdsGha0
306,bshanstffrd Hey Shannon long wait hope youre keep well sure appreciate weve txe2x80xa6 httpstcotMFrC3UJ56
307,bp_j106 PJ thanks tweet wait reply youre trouble get touxe2x80xa6 httpstcoV73ha9PX9e
308,bplodhatter manage get sort please pop let knowxe2x80xa6 httpstcoTiqXJmaIZK
309,bWarrenChurm Warren great youve confirmation application nThe team work hard toxe2x80xa6 httpstco1PmrlzFHnM
310,bneilwilliams87 Youll see option Credit balance refund youll select Request rexe2x80xa6 httpstcoL9xB1wQ0xt
311,bneilwilliams87 Hey Neil long wait hope youre keep well Theres wait queuxe2x80xa6 httpstcoQFZukSmHL0
312,bCliffCartwright Have able get help since message pop hxe2x80xa6 httpstco0enfVFxb6L
313,bCliffCartwright Hey Cliff reply hope youre keep well We few colleague txe2x80xa6 httpstcoQxo6035IH2
314,bTT_Ted Chris thanks tweet wait reply Can explain little whatxe2x80xa6 httpstcoFyYsbklxL8
315,bJosh_nicholas92 Joshua Sorry get back Looks like due speak someone looxe2x80xa6 httpstcoivtQC2dFF2
316,bstarmlh let know pass feedback checked Stay safe Brendan
317,bjeannesmith1 Jeanne So wait time get Please send axe2x80xa6 httpstcobMStEcReg2
318,bkevsilverfox Kevin respond Brendan
319,bFor detail please visit httpstcozKp96UG6t3 httpstcoASvs1jYDzA
320,bpelster29 We appreciate may frustrate colleague work try help many people asxe2x80xa6 httpstcoJwXRRZkqqH
321,bpelster29 To help support urgent wexe2x80x99d ask check information firstxe2x80xa6 httpstcov1q4R3lmhx
322,bpelster29 We few colleague usual answer phone right coronavirus outbrexe2x80xa6 httpstcoaeI4RyfF7Y
323,bBarbersPole Glad get somewhere Aaron So inconvenience nnBrendan
324,bjordsmithgtfc Jord Under usual circumstance would say give maximum 10 day case delayxe2x80xa6 httpstcoAS6dfsIIxZ
325,bJaysonGurney explain ask youre able log online banking raisexe2x80xa6 httpstcoTJBFLZ9poo
326,bBarnesy_1985 James Could please pop let know reason yourexe2x80xa6 httpstcowU4WUGaokf
327,bKevShek Our telephone team really busy theyre work hard answer ofxe2x80xa6 httpstcoGHoXMsVcCc
328,bCraigHayes6 Craig Sorry get back Itxe2x80x99s take lot long usual get baxe2x80xa6 httpstcoImaNjrebtd
329,bKateNobl We certainly look help change direct debit date Kate afraid due urgency cxe2x80xa6 httpstco4BvSGliQj9
330,bkatweller havenxe2x80x99t heard yet payment holiday xe2x80x93 wexe2x80x99re sorryxe2x80xa6 httpstcoL3z9NgZPXt
331,bGator_NY send friend Barclays US message member txe2x80xa6 httpstcoEHBoo7d7LI
332,bdaniilzaika Daniil great see havent able get touch yet send frienxe2x80xa6 httpstcoe4SOx6mHnI
333,bRickTris Richard friends Barclays USA look help twitter AskBarclaysUS Monxe2x80xa6 httpstcotNz3MI4XJH
334,bJayHayNay This usually happen sort code account number incorrect also happexe2x80xa6 httpstcohLrVWTMpYY
335,bcaitlinwrend Caitlin call team 08001510900 currently 8am 8pm get withdraw Howevxe2x80xa6 httpstco4pBk5GXGue
336,bPhilipdegg Philip Sorry get back Can tell little yxe2x80xa6 httpstcoptR3PNYcZO
337,bRobJanuario see Robert could please pop let know reason youre trxe2x80xa6 httpstco0m9KU2jSdy
338,btiffmalo Tiffany Its great see havent able speak someone yetxe2x80xa6 httpstcoeeFwIhpvGQ
339,bailuj_40 Julia Its great see happen could please pop toxe2x80xa6 httpstcojFtSqMqRGv
340,balexszaborl Alex would call The line busier normal due Covid 19 The number 080xe2x80xa6 httpstco20iuWG3jJA
341,bChefMomNurse wait ask reason call number youve call please Lisa
342,bJPJPJPJPJPJP94 Ive reply previous message send help bit
343,bJPJPJPJPJPJP94 Our secure message team work hard answer custxe2x80xa6 httpstcoMBhrymA71z
344,bmp81safc Hello Mark please fill dispute form link follow step get back uxe2x80xa6 httpstcojty6QDJC8W
345,bnotmewhome Our team work hard get back touch customer wxe2x80xa6 httpstcorPuiOHwnyu
346,bjustinsleep Justin late reply little busy right know message sentxe2x80xa6 httpstcowF4Exe5Qzc
347,bjonnylilley The team available 8am 8pm Please appreciate lot staff hexe2x80xa6 httpstcoqzELemn8iy
348,bBlondeSmithy86 late reply little busy right A refund wouldnt count toxe2x80xa6 httpstco2CxCrVU3Ly
349,bjonnylilley The staff work fast help manage get great Ifxe2x80xa6 httpstcoSPSTeyFwdE
350,bjonnylilley Jonathan late reply wait time experience Our team centre gxe2x80xa6 httpstcodZ9kN0ivvL
351,brenepower send Ixe2x80x99ll see Andy httpstcomPqb4etrYV
352,bSaunders5280 Hello John Barclaycard still show app Ross
353,bKatieKinsXx Hello Katie late reply The refund filter new card Ross
354,bpimran786 Imran Sorry get back Wexe2x80x99ve large amount request come throughxe2x80xa6 httpstco2KL236RVAR
355,bdvdnttnghm The number 08001510900 currently 8am 8pm Ross 22
356,bdvdnttnghm Hello David late reply It take longer reply secure message due Covixe2x80xa6 httpstcow9CfZe6bsQ
357,bAnnetteHenders2 Does personal account Barclays Would able take somxe2x80xa6 httpstcotBPQrkSkDR
358,bphoenixmagicals Thats great hear thanks let know wait get cut ofxe2x80xa6 httpstcokXgcfjW9fb
359,bpraveendanam Thats great hear thanks let know Give shout anything else stay safe Lisa
360,bNeckoil_FI OK long happy look log issue later date Lexe2x80xa6 httpstcoWe4el2wZVz
361,bpraveendanam Praveen wait lot busier moment Can ask reason callxe2x80xa6 httpstconCveWhqoLF
362,bTishtoshtee Natasha Sorry get back There option forgotten log inxe2x80xa6 httpstco7sR8DPSnVH
363,bNeckoil_FI bank Barclays could log Barclays app set new direct debit therxe2x80xa6 httpstcoXUO4AHQ06O
364,bNeckoil_FI late reply little busy right see message senxe2x80xa6 httpstcoAWnIbpM5tN
365,bCharlieTaylorx Charlie Sorry get back Let see help Please sexe2x80xa6 httpstcooMUXSxR4tT
366,bCCTV_etc easyJet Glad could help Pop back anytime help nnLeigh
367,blaurisgv_97 Ah ok You request transfer credit balance back bank account online saxe2x80xa6 httpstcoNiFJnOcuRq
368,bJamesCooper_94 James Sorry get back Youxe2x80x99ll able raise canxe2x80xa6 httpstcoXrGiR67i5n
369,bsrpnor Hello Steve late reply In relation closing customer contact area arexe2x80xa6 httpstcoTm6HlnLAa6
370,bFreda72 hope get touch pop let know yourexe2x80xa6 httpstco4bJZ5JNsZ7
371,bgavlea82 With global restriction place teams arent available others function undxe2x80xa6 httpstco8boDHPC5rQ
372,bjmrodda James get back manage get pop Dxe2x80xa6 httpstcoDxdYU6l5rF
373,bsimonmoss1983 Simon reply shortly Were Live Chat promixe2x80xa6 httpstcokoSHIFvKbB
374,bStephenKitching Stephen manage get touch please pop wexe2x80xa6 httpstcoQqFIMym1CV
375,bLT_Bowen Lee manage get touch pop yourxe2x80xa6 httpstco6A0CNF6OGe
376,bSpiweWasz LukeGriffiths21 Sorry get back hope youre keep well pleaxe2x80xa6 httpstco1MkyzAUkKq
377,bRossMcG91 Ah perfect take long reply pick quickly possible anxe2x80xa6 httpstco8lVK23a3xZ
378,bswisstoniuk Simon havenxe2x80x99t heard confirm payment holiday xe2x80x93 wexe2x80x99re case itxe2x80x99s takxe2x80xa6 httpstcoBEeRf3J2gk
379,bRossMcG91 Ross reply Youll able request via secure message Heres lixe2x80xa6 httpstcoU9QzyVcJyV
380,bCocksy81 Mark Ive respond Message Brendan
381,bMrsFEBlackmore Francesca reply contact look alternate way oxe2x80xa6 httpstcov3AMateSEJ
382,bCocksy81 Sorry Mark Here go httpstcoO2v1FoFjWV Theres lot helpful information findxe2x80xa6 httpstcoRrnTinojXM
383,bcvxis reply Ive respond Kev
384,bmcintyre2009 Zak reply issue youve call Ive respond Kev
385,bgav71 understand worry Gavin havenxe2x80x99t heard yet payment holiday xe2x80x93 wexe2x80x99re inxe2x80xa6 httpstcoGikGETGiqj
386,bExBehaviour Ive receive reply shortly xf0x9fx98x8a Were Live Chaxe2x80xa6 httpstcoBP6uKQNhaV
387,bMarinaatconduit Marina see payment pending there worry They take fromxe2x80xa6 httpstcoOWXoIMUhpY
388,bNitroDawg16 Hey Daniel youre UK team friends AskBarclaysUS help regarxe2x80xa6 httpstcoN9MLqoLaQf
389,bSophieDigital Sophie reply Can let know give call please Dean
390,bdankrieger Daniel Our colleague try process request quickly possixe2x80xa6 httpstcovRMnPydYXw
391,bH8EPY Mark Sorry wait Ive respond Brendan
392,bleachkatherine1 Katherine Sorry Due pandemic global restriction few staffxe2x80xa6 httpstcoHROs6BZrNO
393,bDaveCarlBrown card 0520 expiry date valid end May Dave Well get nxe2x80xa6 httpstco5QykOoOUoZ
394,bthesugarmerecin Sorry late reply issue get though You dispute transactionxe2x80xa6 httpstco8CtWo7UFNM
395,bTheAntRoberts87 We few colleague usual right coronavirus outbreak This havingxe2x80xa6 httpstcoOlTTxBuVAz
396,bTheAntRoberts87 Ant time spent phone As imagine phone line beenxe2x80xa6 httpstco8ojRmrRSHX
397,belena_oflaherty Sorry worry cause This generic message customer includxe2x80xa6 httpstcoedlgqxkdZo
398,balexg017 Alex Sorry problem youre online Please feel free anyxe2x80xa6 httpstcod9QQezZLWG
399,bCocksy81 Mark Our colleague work hard get everyone afraid youxe2x80xa6 httpstco66CERJYe56
400,bMCudera Maciej againAre able check online via website see there issxe2x80xa6 httpstco4KwB5U2D2w
401,bjennyly1986 Jenny long transaction show charge Barclaycard raise rexe2x80xa6 httpstcoAKMmVxlLfi
402,bKate_Denness Kate see already pick Barclays channelxe2x80xa6 httpstcoXP6bi9hTpC
403,bchalkie72 Kate Sorry late response Were deal large number customer fewer staff duexe2x80xa6 httpstcoPqsI5QjReH
404,bJaysonGurney Good morning Jayson few colleague usual right coronavirus outbreaxe2x80xa6 httpstcomDGt511yiO
405,bChell_b let know pop across well take couple detail well get mxe2x80xa6 httpstcoSdZ5plMWKh
406,bCancelled1812 Thats great patience nnBrendan
407,bthedaveirvine David customer service 24 hour due current pandemic phone line fullxe2x80xa6 httpstco9HgYh8hoti
408,bMissClaireW Claire afraid cant advise Due pandemic few staff higherxe2x80xa6 httpstcoNXhoOVq2VM
409,bRT BarclaysUK Well donate xc2xa31 million also match customerxe2x80x99s donation via link xc2xa31 million Comicxe2x80xa6
410,bAliciaGTurrell Ah right let know get set dispute Were 247 youxe2x80xa6 httpstcoxtrFqx1xr9
411,bBarbersPole Ah ok section 75 wont possible request chargeback Are able login onlinexe2x80xa6 httpstcoSpxWlilgcD
412,bcoombem1978 Matty reply Were work hard process get back yoxe2x80xa6 httpstcoCHWcHSJXP0
413,b_hass_m Hassan reply wait speak phone Did managxe2x80xa6 httpstcoV5Qgajrr9T
414,bChloeLlewellin Chloe Sorry get back Did manage speak anyone notxe2x80xa6 httpstcov91ZLGW7rF
415,blmtmojo Lee Without access app online banking youll call directlyxe2x80xa6 httpstcojeTT4HjBT2
416,bTracieB16960935 Tracie Sorry get back hope youre keep well Have spxe2x80xa6 httpstcoqKLFW5zkd2
417,bSanzidaa8 Sorry get back Wexe2x80x99re work lot less staff much higxe2x80xa6 httpstco3fhXcja3g7
418,btominniss Tom Our telephone team really busy moment could please pop ovexe2x80xa6 httpstcoRkDfezavgE
419,bsje1973 Sarah notice message want help Could please pop let know rxe2x80xa6 httpstcotNaw28obY5
420,bTT_Ted PaulBrown15 Chris Sorry get back What Ixe2x80x99ll see Andy
421,bSteveTrevelyan3 Dont worry miss payment Steve mention include part paxe2x80xa6 httpstcoGFuJwgozhn
422,bChrisHeneghan Chris certainly understand frustration Could please popxe2x80xa6 httpstcoKUraRxEzJk
423,bstelin34 Steve Could please pop let know error code Exe2x80xa6 httpstcoq6h35r5bro
424,bpetesa1107 let know Pete send message friend Barclays US member txe2x80xa6 httpstcoVK1P0FXAkf
425,bThomasQuested Thomas reply wait speak phone Did youxe2x80xa6 httpstcoVoCArpyUk3
426,bGuy_Emberson1 Guy Sorry get back Things delay increase customerxe2x80xa6 httpstcoZzxCtUHZYq
427,bDarrylVan Darryl reply wait speak phone Have maxe2x80xa6 httpstcoRh2rWUpwnR
428,bmattelcock Matt Sorry get back youxe2x80x99re unable online ovxe2x80xa6 httpstcokq2oeM8CoT
429,bYasminAkther Yasmin Sorry get back Have manage speak anyone notxe2x80xa6 httpstcovUfpZVUiLK
430,bSvenLuna With regard online access tell account lock pxe2x80xa6 httpstco4SfIDC2wGk
431,bSvenLuna Sven There different way make payment without log online sitxe2x80xa6 httpstcoVqnm6HvDAH
432,bKimmyKimeleon Kim really Can tell little bit letter regarxe2x80xa6 httpstcosgf9mB1tA5
433,btripc0de We people answer call wexe2x80x99re work reduced staff big increase customer need help Andy
434,bkronoso1979 Ah glad hear Stay safe Edward Kev
435,bMgrayso86353221 see youve chat colleague who tryxe2x80xa6 httpstcobKP49JhC3l
436,bMgrayso86353221 Were certainly ignore see youve chattingxe2x80xa6 httpstco441mxz8gmH
437,bgingerarmy26 Martin reply You request via secure message You mesxe2x80xa6 httpstco1ZwyZDYDNH
438,bjess_fulford dont access take minute get set pop website andxe2x80xa6 httpstcocmVYthowqs
439,bjess_fulford Yes request money transfer bank account Do access Myxe2x80xa6 httpstcoEbf0rpNOcJ
440,bkronoso1979 jess_fulford Ah right deal specifically Barclaycard UK friendsxe2x80xa6 httpstcoODA3VXKxvv
441,bMsMondayNight Samantha Theres thing check could pop please Nicoxe2x80xa6 httpstcoFIKIdfkwMF
442,bbars118247 You request transfer credit balance back baxe2x80xa6 httpstcon0EfUpZJjR
443,btraceygibbsuk Its great see havent update yet take lxe2x80xa6 httpstcoWe8Fv5kruI
444,brwb4590 Hmm thats strange We dedicate team deal application theyll able look thixe2x80xa6 httpstcoemzNXxWIfo
445,bgingerrem1 Emma Sorry get back Wexe2x80x99ve huge increase people need spexe2x80xa6 httpstcoIpk3aZj2Ik
446,bJonathanPGoode Jonathan Sorry get back We staff answer call however wxe2x80xa6 httpstcoL7bCDSEWL0
447,blizmead867 Sorry get back Did manage speak end notxe2x80xa6 httpstco0lbPl9Jkd1
448,bDaveyPrater Okay think workaround issue youre experience So explain littlxe2x80xa6 httpstconfIl3gScF6
449,bBuzzo1947 Kevin Sorry get back Did manage speak end Ifxe2x80xa6 httpstcoCcqyY1cECA
450,bAshhampton123 Ashleigh Sorry get back When get error codxe2x80xa6 httpstcox2wxxxaOSp
451,bstarmlh Our contactless limit increase xc2xa34500 could please let mexe2x80xa6 httpstcoIT9TnQEYC8
452,bbethan_mullins Beth Sorry get back We wouldnxe2x80x99t able arrange call back butxe2x80xa6 httpstcoezD7JsO3iz
453,bstelin34 Steve noticed comment We answer phone however wexe2x80x99ve see dramatic increase thexe2x80xa6 httpstcojDnDlaQPup
454,bmazsun31 Marie Sorry get back see wonxe2x80x99t able reply untilxe2x80xa6 httpstcoNZJDvbWnT5
455,btripc0de Michael Sorry get back To multiple card would casxe2x80xa6 httpstco2I6ZoT0GYv
456,bBarryAllcock understand Barry truly length time youve hold Could pleaxe2x80xa6 httpstcoInz8AWfLXL
457,bLottieelyse Charlotte Sorry Like say extremely busy help lot customerxe2x80xa6 httpstcoQiDwLV4vK7
458,bMattJMarsh Matthew see havent receive response yet Could please let know thexe2x80xa6 httpstco8K0q6Q3slh
459,bElEmirati thanks send Ive respond Kev
460,bDaemonJester When raise query well let know amount question suspend balaxe2x80xa6 httpstcobRozI7cBZ1
461,bLPLiveTweet Glad hear get sort Ill pas comment around change youve mention foxe2x80xa6 httpstcoD6V2is4VYL
462,bDaemonJester let know youve raise online pass straight axe2x80xa6 httpstcosoOgW3RS9P
463,brachelbev Rachel reply wait speak youve potentialxe2x80xa6 httpstcoEmBftUhMyQ
464,bLauralizzie95 Laura wait Were buy minute wait time much longer sxe2x80xa6 httpstco2oCCoBH1Uq
465,bstanhenkin Stanislav see havent able speak someone yet You report fraudxe2x80xa6 httpstco3lWixzvoBi
466,bLittleGingeEmD understand youve already try call see happen Rxe2x80xa6 httpstcop3dsvHN2LK
467,bjennie_eq see Jennie afraid unable call security purpose You cxe2x80xa6 httpstcopl0UpyLA5j
468,bLittleGingeEmD let know Emily Without access The Barclays app online banking wellxe2x80xa6 httpstcoU2z4SlIXzY
469,bjennie_eq Jennie look fee Well speak one secure channxe2x80xa6 httpstcotK9bwG07JT
470,balchemypwr wait Can check number youve call please Lisa
471,bkinney0102 Cheryl see select youre need discuss US Barclaycard referredxe2x80xa6 httpstcoWVUrKL3miF
472,bspc7 Stephen wait lot busy usual moment Can tell whatxe2x80xa6 httpstcoHOU1vV9OCh
473,bNeilPyper Neil view PIN online log Barclaycard online service selectingxe2x80xa6 httpstconUgHckcKF5
474,bKateNobl Kate wait lot busy usual Have manage speak anyone yet Ifxe2x80xa6 httpstcoMlkYYizqH8
475,bphoenixmagicals AJ get back Would mind tell whats happen Nic
476,bClosedCaptionTX youve come UK Youll best speak AskBarclaysUS Monday Fridaxe2x80xa6 httpstcoeQ7fcxiEBu
477,bHemantSurana10 Hermant look like speak AskBarclaysUS Monday Friday 9am5pm EST Stay safe Brendan
478,bJackRLawless Jack We few colleague usual answer phone right coronaviruxe2x80xa6 httpstcoAxgrwps8qh
479,bdhedged Can ask youve look website date help advice Have able speakxe2x80xa6 httpstcoW2rS5P8S5l
480,bMaidMessy long wait time Did get sort youve already activate cardxe2x80xa6 httpstcoGMSJlqMOPw
481,bm_168_s Sorry late response afraid dont support contactless payment type We suxe2x80xa6 httpstcoCiTeOfhtWL
482,bCCTV_etc easyJet There Sorry late response You dispute transaction online right herexe2x80xa6 httpstcoaW4KLaQb7b
483,bMuhammeLoving Paul So We few staff high volume people get touch duexe2x80xa6 httpstcoY4ZACxuy4R
484,bnikkkigee Nic get back You account onlinxe2x80xa6 httpstcoImMAZPtlW1
485,bWith lot holiday cancel scammer pretend travel company promise refund bid toxe2x80xa6 httpstco9ZrpElA2qH
